CountryName,CountryCode,SpecialNotes,Date,Rate,avgRateperMetric
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2001,7.676955209,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2002,7.632330068,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2003,7.586882837,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2004,7.395648184,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2005,7.218792628,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2006,7.158958345,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2007,7.102231154,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2008,7.076709788,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2009,7.155880662,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2010,7.403061307,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2011,7.427939936,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2012,7.181608079,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2013,6.986732703,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2014,6.947010734,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2015,7.036356825,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2016,7.194665995,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2017,7.346330634,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2018,7.360513104,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2019,7.584418799,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2020,8.191394911,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2021,8.577384992,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2022,7.985202252,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2023,7.806365422,7.606703976
Africa Eastern and Southern,AFE,"26 countries, stretching from the Red Sea in the North to the Cape of Good Hope in the South (https://www.worldbank.org/en/region/afr/eastern-and-southern-africa)",2024,7.772653775,7.606703976
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1991,4.158680279,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1992,4.251101731,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1993,4.36980489,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1994,4.39378131,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1995,4.399749466,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1996,4.340691214,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1997,4.313735454,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1998,4.324048502,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",1999,4.512157673,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2000,4.55111906,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2001,4.479977123,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2002,4.285853719,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2003,4.180110711,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2004,4.094738089,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2005,4.100699503,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2006,3.974094849,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2007,3.950642606,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2008,3.968542177,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2009,4.000386882,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2010,3.991594537,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2011,3.96902733,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2012,3.982162566,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2013,3.703853201,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2014,3.881395714,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2015,4.164467078,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2016,4.157574374,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2017,4.274196204,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2018,4.323630954,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2019,4.395271211,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2020,4.852392701,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2021,4.736731762,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2022,3.658573181,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2023,3.277245466,4.154010145
Africa Western and Central,AFW,"22 countries, stretching from the westernmost point of Africa, across the equator, and partly along the Atlantic Ocean till the Republic of Congo in the South (https://www.worldbank.org/en/region/afr/western-and-central-africa)",2024,3.218313421,4.154010145
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1991,11.91450838,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1992,12.16038536,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1993,12.91827435,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1994,13.02517166,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1995,13.51686253,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1996,12.47717778,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1997,12.01108244,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1998,11.96468986,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,1999,12.14480586,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2000,12.62748706,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2001,12.505882,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2002,12.5125295,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2003,12.45635109,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2004,11.43300203,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2005,11.24072506,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2006,10.52323807,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2007,10.15082224,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2008,9.880419777,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2009,9.466394601,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2010,9.577473952,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2011,10.69329594,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2012,11.07494196,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2013,11.0437281,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2014,11.03740172,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2015,11.14891357,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2016,10.8562902,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2017,11.11310755,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2018,10.65973963,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2019,10.21609802,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2020,11.32561254,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2021,10.88965878,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2022,9.953570646,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2023,9.581397143,11.28124346
Arab World,ARB,Arab World aggregate. Arab World is composed of members of the League of Arab States.,2024,9.461238356,11.28124346
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1991,9.577148268,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1992,10.21937432,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1993,11.71232557,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1994,11.56364004,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1995,11.018437,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1996,10.36504663,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1997,9.461531053,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1998,9.191343823,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,1999,10.6194719,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2000,12.16612156,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2001,13.50505901,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2002,13.95710153,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2003,13.26355901,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2004,12.87662965,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2005,12.03105717,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2006,10.11720853,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2007,7.805137237,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2008,6.600048232,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2009,8.516515684,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2010,9.926547566,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2011,9.808862847,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2012,10.00889884,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2013,10.07532362,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2014,8.876275865,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2015,7.814029587,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2016,6.480099969,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2017,5.28282284,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2018,4.303695628,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2019,3.770153482,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2020,4.361481611,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2021,4.46083553,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2022,3.98390654,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2023,4.014051053,8.870628754
Central Europe and the Baltics,CEB,Central Europe and the Baltics aggregate.,2024,3.867636429,8.870628754
Caribbean small states,CSS,Caribbean small states aggregate.,1991,16.30295284,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,1992,17.0480242,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,1993,16.85742239,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,1994,16.13145218,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,1995,14.66404169,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,1996,14.20912076,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,1997,13.62106721,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,1998,13.04858254,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,1999,12.50505545,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2000,11.75245962,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2001,11.18796506,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2002,11.30946036,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2003,11.53528793,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2004,10.28454749,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2005,9.972317389,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2006,8.681643963,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2007,8.187969957,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2008,7.858767834,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2009,9.170810288,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2010,8.787665473,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2011,8.803009767,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2012,8.974193967,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2013,8.849960623,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2014,8.586168642,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2015,8.197331467,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2016,8.498719006,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2017,8.220608871,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2018,8.422285556,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2019,8.162114305,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2020,9.86550042,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2021,9.538943393,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2022,8.388552353,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2023,7.821884021,10.67264194
Caribbean small states,CSS,Caribbean small states aggregate.,2024,7.423938916,10.67264194
East Asia & Pacific (excluding high income),EAP,,1991,2.407113609,3.809112066
East Asia & Pacific (excluding high income),EAP,,1992,2.376113066,3.809112066
East Asia & Pacific (excluding high income),EAP,,1993,2.627141473,3.809112066
East Asia & Pacific (excluding high income),EAP,,1994,2.924671038,3.809112066
East Asia & Pacific (excluding high income),EAP,,1995,3.007669686,3.809112066
East Asia & Pacific (excluding high income),EAP,,1996,3.111933452,3.809112066
East Asia & Pacific (excluding high income),EAP,,1997,3.203478776,3.809112066
East Asia & Pacific (excluding high income),EAP,,1998,3.373905224,3.809112066
East Asia & Pacific (excluding high income),EAP,,1999,3.468644862,3.809112066
East Asia & Pacific (excluding high income),EAP,,2000,3.423303793,3.809112066
East Asia & Pacific (excluding high income),EAP,,2001,3.845481266,3.809112066
East Asia & Pacific (excluding high income),EAP,,2002,4.158904186,3.809112066
East Asia & Pacific (excluding high income),EAP,,2003,4.406100125,3.809112066
East Asia & Pacific (excluding high income),EAP,,2004,4.400817519,3.809112066
East Asia & Pacific (excluding high income),EAP,,2005,4.479853274,3.809112066
East Asia & Pacific (excluding high income),EAP,,2006,4.373462717,3.809112066
East Asia & Pacific (excluding high income),EAP,,2007,4.353817008,3.809112066
East Asia & Pacific (excluding high income),EAP,,2008,4.434586902,3.809112066
East Asia & Pacific (excluding high income),EAP,,2009,4.416219489,3.809112066
East Asia & Pacific (excluding high income),EAP,,2010,4.155455391,3.809112066
East Asia & Pacific (excluding high income),EAP,,2011,4.105799793,3.809112066
East Asia & Pacific (excluding high income),EAP,,2012,4.044540832,3.809112066
East Asia & Pacific (excluding high income),EAP,,2013,4.046443743,3.809112066
East Asia & Pacific (excluding high income),EAP,,2014,4.041865758,3.809112066
East Asia & Pacific (excluding high income),EAP,,2015,4.116369924,3.809112066
East Asia & Pacific (excluding high income),EAP,,2016,4.034042927,3.809112066
East Asia & Pacific (excluding high income),EAP,,2017,3.911714815,3.809112066
East Asia & Pacific (excluding high income),EAP,,2018,3.802343783,3.809112066
East Asia & Pacific (excluding high income),EAP,,2019,3.893305531,3.809112066
East Asia & Pacific (excluding high income),EAP,,2020,4.360739681,3.809112066
East Asia & Pacific (excluding high income),EAP,,2021,4.122485917,3.809112066
East Asia & Pacific (excluding high income),EAP,,2022,4.223298385,3.809112066
East Asia & Pacific (excluding high income),EAP,,2023,3.972396589,3.809112066
East Asia & Pacific (excluding high income),EAP,,2024,3.885789699,3.809112066
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1991,6.334399861,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1992,6.403852033,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1993,6.58222654,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1994,6.805463026,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1995,7.076314932,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1996,6.921548622,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1997,6.806717561,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1998,6.916954645,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,1999,7.10847435,6.743516045
Early-demographic dividend,EAR,Early-dividend countries are mostly lower-middle-income countries further along the fertility transition. Fertility rates have fallen below four births per woman and the working-age share of the population is likely rising considerably.,2000,7.114722497,6.743516045
